code,name,lat,lon
4551,נאות גולן,32.787025,35.693173
1124,נאות הכיכר,30.933367,35.378127
408,נאות מרדכי,33.159784,35.595604
1197,נאות סמדר,30.049078,35.028107
524,נאעורה,32.614679,35.391134
396,נבטים,31.219759,34.88249
315,נגבה,32.121695,35.033576
3724,נגוהות,31.493076,34.983349
309,נהורה,31.62132,34.704498
80,נהלל,32.690806,35.196091
9100,נהריה,33.011351,35.094671
4304,נוב,32.832851,35.783576
55,נוגה,31.62569,34.695282
3573,נוה צוף,,
1366,נווה,,
590,נווה אור,32.589024,35.554546
4303,נווה אטיב,33.262019,35.740576
405,נווה אילן,31.807584,35.080924
296,נווה איתן,32.492303,35.53312
3725,נווה דניאל,31.676318,35.143294
1057,נווה זוהר,31.152067,35.364772
1314,נווה זיו,33.027398,35.184332
312,נווה ים,32.679768,34.931881
686,נווה ימין,32.171691,34.939379
858,נווה ירק,32.132728,34.92549
827,נווה מבטח,31.806766,34.741232
1071,נווה מיכאל,31.673048,35.006712
1259,נווה שלום,31.817426,34.978337
15,נועם,31.568566,34.788163
1333,נוף איילון,31.871214,34.991322
1061,נוף הגליל,,
3790,נופים,32.155457,35.099842
1284,נופית,32.763373,35.148317
257,נופך,31.836804,35.16975
3726,נוקדים,31.64533,35.244065
447,נורדיה,32.314655,34.896794
833,נורית,31.850638,35.277911
59,נחושה,31.628847,34.952734
844,נחל עוז,32.056529,34.842159
2045,נחלה,32.220169,35.159017
3767,נחליאל,31.973541,35.140432
449,נחלים,32.058596,34.913601
809,נחם,31.767105,35.003912
522,נחף,32.934674,35.316521
433,נחשולים,32.613089,34.922251
777,נחשון,31.831615,34.955988
705,נחשונים,32.063235,34.947013
1147,נטועה,33.065386,35.323407
4014,נטור,32.854067,35.752576
1369,נטע,,
174,נטעים,31.945687,34.775147
1254,נטף,31.831275,35.069581
523,ניין,32.630985,35.349401
3655,נילי,31.963414,35.047272
351,ניצן,31.737517,34.630806
1419,ניצן ב,,
1195,ניצנה קהילת חינוך,,
1280,ניצני סיני,30.903427,34.39668
851,ניצני עוז,32.306082,35.00328
359,ניצנים,31.717843,34.634638
808,ניר אליהו,32.197592,34.949377
553,ניר בנים,31.671176,34.755014
720,ניר גלים,31.825519,34.682542
256,ניר דוד תל עמל,,
11,ניר חן,31.608905,34.714284
165,ניר יפה,32.568981,35.244897
402,ניר יצחק,31.236039,34.356703
699,ניר ישראל,31.692155,34.638073
2047,ניר משה,31.477455,34.630087
69,ניר עוז,31.309695,34.402076
348,ניר עם,31.518458,34.580545
769,ניר עציון,32.699124,34.992527
2048,ניר עקיבא,31.469932,34.646167
331,ניר צבי,31.954402,34.86153
602,נירים,31.335729,34.394088
1236,נירית,32.146205,34.984824
825,נס הרים,31.744191,35.059408
1143,נס עמים,32.965464,35.12159
7200,נס ציונה,31.93211,34.801328
186,נעורים,32.377145,34.863027
3787,נעלה,31.962593,35.065977
3713,נעמה,31.9057,35.4561
158,נען,31.883207,34.859238
1041,נצאצרה שבט,31.259451,34.979229
1372,נצר חזני,31.661557,35.142352
435,נצר סרני,31.923483,34.823441
7300,נצרת,32.699634,35.303548
2500,נשר,32.764899,35.049192
3555,נתיב הגדוד,31.989411,35.443283
693,נתיב הלה,31.687183,34.982524
1242,נתיב העשרה,31.572406,34.539323
792,נתיב השיירה,32.991184,35.130746
246,נתיבות,31.423195,34.595255
7400,נתניה,32.321457,34.853197
525,סאגור,,
578,סאסא,33.028659,35.394571
587,סביון,32.045588,34.87658
2046,סגולה,31.669545,34.778428
942,סואעד חמרייה,,
526,סולם,32.6058194,35.3338778
3756,סוסיה,31.39105,35.11098
1238,סופה,31.793559,35.330785
7500,סחנין,,
1170,סייד שבט,31.281228,34.932309
1245,סלמה,32.893247,35.370501
3567,סלעית,32.174913,35.007232
1156,סמר,29.833967,35.022205
3777,סנסנה,31.361764,34.901004
419,סעד,31.470184,34.534358
1360,סעוה,,
454,סער,33.028688,35.109234
1176,ספיר,32.123197,35.025287
610,סתריה,31.889853,34.842096
4501,עגר,,
892,עבדון,33.048791,35.179129
376,עברון,32.991148,35.100033
794,עגור,31.890784,35.030635
1199,עדי,32.782352,35.173413
2035,עדנים,32.138797,34.90915
826,עוזה,31.593041,34.764526
528,עוזייר,32.790613,35.326883
737,עולש,32.331968,34.985323
666,עומר,31.264304,34.849866
810,עופר,32.621881,34.983473
3617,עופרה,31.955099,35.260325
32,עוצם,31.637664,34.705109
957,עוקבי בנו עוקבה,,
1149,עזר,31.736149,34.671449
837,עזריאל,32.26284,34.971134
711,עזריה,31.890494,34.911873
817,עזריקם,31.751693,34.694819
969,עטאוונה שבט,31.301881,34.92695
3658,עטרת,32.001206,35.176983
1175,עידן,30.80629,35.299948
530,עיילבון,32.837948,35.399997
156,עיינות,31.9158333,34.7680556
511,עילוט,32.717248,35.261484
687,עין איילה,32.629962,34.944297
546,עין אלאסד,,
273,עין גב,32.783392,35.640121
2042,עין גדי,31.45119,35.383573
436,עין דור,32.655467,35.416389
1240,עין הבשור,31.280894,34.443448
74,עין הוד,32.700291,34.982717
167,עין החורש,32.38587,34.939995
289,עין המפרץ,32.90258,35.093042
383,עין הנציב,32.470709,35.501974
367,עין העמק,32.629663,35.082248
270,עין השופט,32.59681,35.100447
676,עין השלושה,31.351721,34.403472
157,עין ורד,32.264466,34.930707
4503,עין זיוון,33.096449,35.796315
1320,עין חוד,32.69136,34.99906
89,עין חרוד איחוד,32.556805,35.392997
82,עין חרוד מאוחד,32.556805,35.392997
806,עין יהב,30.658756,35.239657
813,עין יעקב,33.009311,35.229026
426,עין כרמל,32.677911,34.953678
532,עין מאהל,32.724294,35.353371
521,עין נקובא,31.793909,35.119685
223,עין עירון,32.484426,35.01007
622,עין צורים,31.694935,34.718684
4502,עין קנייא,33.237362,35.731315
514,עין ראפה,31.790604,35.116516
139,עין שמר,32.461916,35.006732
880,עין שריד,32.2749,34.934182
1251,עין תמר,30.943593,35.374072
871,עינת,32.081947,34.937515
7600,עכו,32.933051,35.08268
1146,עלומים,31.453048,34.514713
3765,עלי,32.071176,35.26686
3727,עלי זהב,32.072226,35.064136
688,עלמה,33.051859,35.499637
3715,עלמון,31.855435,35.165027
1212,עמוקה,32.997668,35.524802
3824,עמיחי,,
779,עמינדב,31.751703,35.142429
385,עמיעד,32.930353,35.540523
318,עמיעוז,31.248462,34.413406
773,עמיקם,32.564625,35.020328
319,עמיר,33.178724,35.622083
3660,עמנואל,32.160687,35.136038
708,עמקה,32.977663,35.161809
3712,ענב,32.283593,35.125199
534,עספיא,32.720736,35.059089
7700,עפולה,32.610492,35.287924
917,עצמון שגב,,
531,עראבה,32.853704,35.337169
1246,עראמשה,33.0919444,35.2147222
1335,ערב אל נעים,,
2560,ערד,31.261446,35.214863
593,ערוגות,31.862291,35.17699
637,ערערה,32.496322,35.097294
1192,ערערהבנגב,,
591,עשרת,31.824912,34.747461
53,עתלית,32.690874,34.942915
3748,עתניאל,31.438811,35.028165
1151,פארן,30.362644,35.15515
3768,פדואל,32.062478,35.052621
750,פדויים,31.326274,34.612071
838,פדיה,31.857767,34.883775
1104,פוריה כפר עבודה,32.719845,35.545565
1105,פוריה נווה עובד,32.743762,35.538112
1313,פוריה עילית,32.732735,35.546164
537,פוריידיס,32.59735,34.951901
767,פורת,32.27708,34.948817
749,פטיש,31.308665,34.638278
1185,פלך,32.933669,35.233612
597,פלמחים,31.932704,34.706875
3723,פני חבר,31.487073,35.165101
3659,פסגות,31.899983,35.223925
535,פסוטה,33.047819,35.308829
2059,פעמי תשז,31.437966,34.692877
3615,פצאל,32.043491,35.443754
536,פקיעין בוקייעה,32.976208,35.335795
281,פקיעין חדשה,32.982194,35.323409
7800,פרדס חנהכרכור,,
171,פרדסיה,32.30501,34.911733
599,פרוד,32.933065,35.434319
2053,פרזון,32.545455,35.311116
1231,פרי גן,31.222013,34.355937
7900,פתח תקווה,32.08404,34.887764
839,פתחיה,31.866956,34.886872
413,צאלים,31.732211,35.18951
1180,צביה,32.889005,35.3306
1213,צבעון,33.027183,35.417507
465,צובה,31.784351,35.117953
1136,צוחר,31.237169,34.426445
3791,צופים,32.30391,34.96163
198,צופית,32.194879,34.920086
1150,צופר,30.559393,35.181475
1102,צוקי ים,32.360121,34.858543
1262,צוקים,30.49155,35.165444
1113,צור הדסה,31.719373,35.09696
1345,צור יצחק,,
276,צור משה,32.29891,34.913118
1148,צור נתן,32.239672,35.014022
774,צוריאל,33.006487,35.314792
1221,צורית,32.90235,35.249108
613,ציפורי,32.746747,35.276352
796,צלפון,31.805598,34.931798
636,צנדלה,32.522448,35.324422
594,צפריה,32.004314,34.854665
1079,צפרירים,31.659617,34.944327
8000,צפת,32.964647,35.495999
612,צרופה,32.647821,34.946457
567,צרעה,31.762652,34.966932
1234,קבועה שבט,31.225086,35.214756
334,קבוצת יבנה,31.813986,34.719104
3557,קדומים,32.212389,35.157389
195,קדימהצורן,,
4025,קדמת צבי,33.029484,35.697746
3781,קדר,31.754383,35.310734
615,קדרון,31.814141,34.79555
1211,קדרים,32.898885,35.471566
964,קודייראת אצאנעשבט,,
972,קוואעין שבט,31.323301,35.026032
766,קוממיות,31.662582,34.729302
1179,קורנית,32.844411,35.251885
1052,קטורה,29.970886,35.061356
1167,קיסריה,32.519015,34.904546
414,קלחים,31.449794,34.679094
3601,קליה,46.231018,15.2602936
638,קלנסווה,32.28579,34.981489
4024,קלע,33.1316,35.690392
1243,קציר,,
1347,קצר אסר,,
4100,קצרין,32.990997,35.689867
2620,קרית אונו,32.054862,34.858859
3611,קרית ארבע,31.529325,35.115626
6800,קרית אתא,32.809143,35.119774
9500,קרית ביאליק,32.832153,35.088408
2630,קרית גת,31.611147,34.768461
2300,קרית טבעון,32.71622,35.127485
9600,קרית ים,32.849275,35.06893
1137,קרית יערים,31.802773,35.099947
8200,קרית מוצקין,32.838201,35.079525
1034,קרית מלאכי,31.730201,34.746997
3746,קרית נטפים,32.117298,35.112117
78,קרית ענבים,31.809911,35.120843
469,קרית עקרון,31.857543,34.822259
2800,קרית שמונה,33.207932,35.570247
3640,קרני שומרון,32.171552,35.097464
4006,קשת,31.753699,35.311458
543,ראמה,32.937111,35.366985
1334,ראס אלעין,,
990,ראס עלי,32.77291,35.155514
2640,ראש העין,32.095837,34.952179
26,ראש פינה,32.970421,35.542661
3602,ראש צורים,31.66779,35.12529
8300,ראשון לציון,31.961544,34.80705
3795,רבבה,32.118709,35.129585
564,רבדים,31.773965,34.814808
354,רביבים,31.045194,34.721088
390,רגבה,32.977492,35.09913
444,רגבים,32.523439,35.033989
1161,רהט,31.394547,34.753935
2051,רווחה,31.648693,34.733683
2016,רוויה,32.448637,35.473119
362,רוחמה,31.497377,34.705167
539,רומאנה,32.788117,35.311213
997,רומת הייב,32.77759,35.305684
3619,רועי,32.247509,35.489481
3782,רותם,31.848773,35.154644
854,רחוב,32.451098,35.4896
8400,רחובות,31.892772,34.811274
3822,רחלים,,
540,ריחאניה,33.049921,35.487064
3568,ריחן,32.162832,35.071072
542,ריינה,32.719923,35.317656
3565,רימונים,31.935381,35.340496
616,רינתיה,32.044364,34.928479
922,רכסים,32.749264,35.099582
1069,רםאון,,
4702,רמות,31.821163,35.200708
206,רמות השבים,32.165089,34.881545
735,רמות מאיר,31.874443,34.85521
445,רמות מנשה,32.597041,35.057179
372,רמות נפתלי,33.102353,35.553314
8500,רמלה,31.931565,34.87294
8600,רמת גן,32.068423,34.824787
135,רמת דוד,32.6666667,35.1833333
184,רמת הכובש,32.218311,34.938291
335,רמת השופט,32.609355,35.094081
2650,רמת השרון,32.137792,34.84028
178,רמת יוחנן,32.793456,35.12221
122,רמת ישי,32.704028,35.166004
4701,רמת מגשימים,32.844065,35.806581
339,רמת צבי,32.591961,35.414499
460,רמת רזיאל,31.773572,35.074448
127,רמת רחל,31.740175,35.21955
789,רנן,31.338709,34.600359
713,רעים,31.386158,34.458825
8700,רעננה,32.18478,34.871328
1228,רקפת,31.564028,35.030585
247,רשפון,32.201855,34.824725
437,רשפים,32.481234,35.478792
1260,רתמים,31.054009,34.690903
324,שאר ישוב,33.229189,35.649255
1377,שבי דרום,,
282,שבי ציון,32.982078,35.083006
3571,שבי שומרון,32.263719,35.183446
913,שבלי אום אלגנם,,
1286,שגבשלום,,
721,שדה אילן,32.750509,35.422431
304,שדה אליהו,32.441881,35.513805
861,שדה אליעזר,33.04647,35.565251
885,שדה בוקר,30.873609,34.793099
36,שדה דוד,31.577475,34.683444
284,שדה ורבורג,32.20869,34.903252
293,שדה יואב,31.645722,34.676851
142,שדה יעקב,32.697559,35.141317
2008,שדה יצחק,32.404958,34.992169
18,שדה משה,31.610981,34.800428
259,שדה נחום,32.525067,35.480857
329,שדה נחמיה,33.188233,35.623072
1058,שדה ניצן,31.230034,34.418364
739,שדה עוזיהו,31.758436,34.678195
2049,שדה צבי,31.448746,34.713235
327,שדות ים,32.492612,34.893152
27,שדות מיכה,31.721352,34.920684
1223,שדי אברהם,31.211593,34.335694
2015,שדי חמד,32.159405,34.944513
2057,שדי תרומות,32.440897,35.484206
555,שדמה,31.833777,34.740091
306,שדמות דבורה,32.696244,35.436411
3578,שדמות מחולה,32.34773,35.530589
1031,שדרות,31.522693,34.595582
741,שואבה,31.799367,35.079005
761,שובה,31.449949,34.545498
394,שובל,31.413733,34.745816
1304,שוהם,32.005388,34.946585
614,שומרה,33.082469,35.281964
1265,שומריה,31.432153,34.884096
415,שוקדה,31.422096,34.524384
456,שורש,31.797487,35.065299
1235,שורשים,32.89265,35.258562
224,שושנת העמקים,32.354793,34.856816
527,שזור,32.933935,35.354524
7,שחר,31.618234,34.723747
1266,שחרות,29.904092,34.999174
865,שיבולים,31.396397,34.608146
658,שייח דנון,32.991763,35.147366
3641,שילה,38.2536555,15.7153122
1165,שילת,31.921172,35.014574
1160,שכניה,32.849185,35.246702
873,שלווה,31.563696,34.766833
439,שלוחות,32.472607,35.480489
812,שלומי,33.072608,35.145946
1364,שלומית,,
366,שמיר,33.166753,35.659951
3784,שמעה,31.387341,35.012701
432,שמרת,32.951479,35.094956
1337,שמשית,32.732526,35.24652
1287,שני,32.264139,34.866389
1132,שניר,32.235924,35.33027
538,שעב,32.889669,35.238766
4009,שעל,33.116529,35.718817
856,שעלבים,31.870234,34.984306
661,שער אפרים,32.290661,34.999449
264,שער הגולן,32.686918,35.604657
237,שער העמקים,32.72262,35.110603
921,שער מנשה,32.4497222,35.0147222
3826,שער שומרון,,
232,שפיים,32.216585,34.82241
692,שפיר,49.3204789,8.436217
846,שפר,32.944552,35.43785
8800,שפרעם,32.805764,35.169973
3649,שקד,32.198497,35.007088
1233,שקף,31.514889,34.937319
292,שרונה,32.726481,35.467727
1114,שריגים ליאון,,
126,שריד,32.663058,35.224757
398,שרשרת,31.404818,34.604398
1045,שתולה,33.085918,35.315629
763,שתולים,31.773686,34.684411
2062,תאשור,31.371708,34.643549
2061,תדהר,31.964281,35.048483
1172,תובל,32.928494,35.245677
3558,תומר,32.018586,35.439802
1083,תושיה,31.432893,34.541316
163,תימורים,31.716335,34.761357
10,תירוש,31.735552,35.180188
5000,תל אביב יפו,32.066157,34.777821
84,תל יוסף,32.556703,35.398915
287,תל יצחק,32.252744,34.87238
154,תל מונד,32.256607,34.918462
103,תל עדשים,32.657357,35.30248
719,תל קציר,32.706395,35.617862
1054,תל שבע,31.247568,34.861194
1283,תל תאומים,32.442536,35.496411
3719,תלם,31.563049,35.031241
1051,תלמי אליהו,31.229609,34.429116
2003,תלמי אלעזר,32.447227,34.974992
2050,תלמי בילו,31.438054,34.644824
1237,תלמי יוסף,31.199957,34.363752
727,תלמי יחיאל,31.75362,34.76431
744,תלמי יפה,31.616856,34.612483
814,תלמים,31.563415,34.671999
1244,תמרת,32.7038,35.22549
2002,תנובות,32.305862,34.962587
752,תעוז,31.801287,34.971973
709,תפרח,31.32447,34.679237
665,תקומה,31.448534,34.578086
3563,תקוע,31.652784,35.227518
970,תראבין אצאנע שבט,,
1346,תראבין אצאנעישוב,,
778,תרום,31.783305,34.98024
